playerID,yearID,teamID,inseason,games,rank
mackco01,1909,PHA,1,153,2
mcaleji01,1909,SLA,1,154,7
cantijo99,1909,WS1,1,156,8
lumleha01,1909,BRO,1,155,6
bowerfr01,1909,BSN,1,76,8
smithha03,1909,BSN,2,79,8
chancfr01,1909,CHN,1,155,2
griffcl01,1909,CIN,1,157,4
mcgrajo01,1909,NY1,1,158,3
murrabi99,1909,PHI,1,154,5
clarkfr01,1909,PIT,1,154,1
bresnro01,1909,SLN,1,154,7
donovpa01,1910,BOS,1,158,4
duffyhu01,1910,CHA,1,156,6
mcguide01,1910,CLE,1,161,5
jennihu01,1910,DET,1,155,3
stallge01,1910,NYA,1,142,2
chaseha01,1910,NYA,2,14,2
mackco01,1910,PHA,1,155,1
oconnja01,1910,SLA,1,158,8
mcaleji01,1910,WS1,1,157,7
dahlebi01,1910,BRO,1,156,6
lakefr01,1910,BSN,1,157,8
chancfr01,1910,CHN,1,154,1
griffcl01,1910,CIN,1,156,5
mcgrajo01,1910,NY1,1,155,2
dooinre01,1910,PHI,1,157,4
clarkfr01,1910,PIT,1,154,3
bresnro01,1910,SLN,1,153,7
donovpa01,1911,BOS,1,153,5
duffyhu01,1911,CHA,1,154,4
mcguide01,1911,CLE,1,17,3
stovage01,1911,CLE,2,139,3
jennihu01,1911,DET,1,154,2
chaseha01,1911,NYA,1,153,6
mackco01,1911,PHA,1,152,1
wallabo01,1911,SLA,1,152,8
mcaleji01,1911,WS1,1,154,7
dahlebi01,1911,BRO,1,154,7
tennefr02,1911,BSN,1,156,8
chancfr01,1911,CHN,1,158,2
griffcl01,1911,CIN,1,159,6
mcgrajo01,1911,NY1,1,154,1
dooinre01,1911,PHI,1,153,4
clarkfr01,1911,PIT,1,156,3
bresnro01,1911,SLN,1,158,5
stahlja01,1912,BOS,1,154,1
callani01,1912,CHA,1,158,4
davisha01,1912,CLE,1,127,5
birmijo01,1912,CLE,2,28,5
jennihu01,1912,DET,1,154,6
wolveha01,1912,NYA,1,153,8
mackco01,1912,PHA,1,153,3
wallabo01,1912,SLA,1,40,7
stovage01,1912,SLA,2,117,7
griffcl01,1912,WS1,1,154,2
dahlebi01,1912,BRO,1,153,7
klingjo01,1912,BSN,1,155,8
chancfr01,1912,CHN,1,153,3
odayha01,1912,CIN,1,155,4
mcgrajo01,1912,NY1,1,154,1
dooinre01,1912,PHI,1,152,5
clarkfr01,1912,PIT,1,153,2
bresnro01,1912,SLN,1,153,6
stahlja01,1913,BOS,1,81,4
carribi02,1913,BOS,2,70,4
callani01,1913,CHA,1,153,5
birmijo01,1913,CLE,1,155,3
jennihu01,1913,DET,1,153,6
chancfr01,1913,NYA,1,153,7
mackco01,1913,PHA,1,153,1
stovage01,1913,SLA,1,135,8
austiji01,1913,SLA,2,8,8
rickebr01,1913,SLA,3,12,8
griffcl01,1913,WS1,1,155,2
dahlebi01,1913,BRO,1,152,6
stallge01,1913,BSN,1,154,5
eversjo01,1913,CHN,1,155,3
tinkejo01,1913,CIN,1,156,7
mcgrajo01,1913,NY1,1,156,1
dooinre01,1913,PHI,1,159,2
clarkfr01,1913,PIT,1,155,4
huggimi01,1913,SLN,1,153,8
carribi02,1914,BOS,1,159,2
callani01,1914,CHA,1,157,7
birmijo01,1914,CLE,1,157,8
jennihu01,1914,DET,1,157,4
chancfr01,1914,NYA,1,137,6
peckiro01,1914,NYA,2,20,6
mackco01,1914,PHA,1,158,1
rickebr01,1914,SLA,1,159,5
griffcl01,1914,WS1,1,158,3
knabeot01,1914,BLF,1,160,3
bradlbi01,1914,BRF,1,157,5
schlala01,1914,BUF,1,156,4
tinkejo01,1914,CHF,1,158,2
phillbi02,1914,IND,1,157,1
stovage01,1914,KCF,1,154,6
gessldo01,1914,PTF,1,11,7
oakesre01,1914,PTF,2,143,7
brownmo01,1914,SLF,1,114,8
jonesfi01,1914,SLF,2,40,8
robinwi01,1914,BRO,1,154,5
stallge01,1914,BSN,1,158,1
odayha01,1914,CHN,1,156,4
herzobu01,1914,CIN,1,157,8
mcgrajo01,1914,NY1,1,156,2
dooinre01,1914,PHI,1,154,6
clarkfr01,1914,PIT,1,158,7
huggimi01,1914,SLN,1,157,3
carribi02,1915,BOS,1,155,1
rowlapa99,1915,CHA,1,156,3
birmijo01,1915,CLE,1,28,7
fohlle01,1915,CLE,2,127,7
jennihu01,1915,DET,1,156,2
donovbi01,1915,NYA,1,154,5
mackco01,1915,PHA,1,154,8
rickebr01,1915,SLA,1,159,6
griffcl01,1915,WS1,1,155,4
knabeot01,1915,BLF,1,155,8
mageele01,1915,BRF,1,118,7
ganzejo01,1915,BRF,2,35,7
schlala01,1915,BUF,1,41,6
blairwa01,1915,BUF,2,2,6
lordha01,1915,BUF,3,110,6
tinkejo01,1915,CHF,1,156,1
stovage01,1915,KCF,1,153,4
phillbi02,1915,NEW,1,53,5
mckecbi01,1915,NEW,2,102,5
oakesre01,1915,PTF,1,156,3
jonesfi01,1915,SLF,1,159,2
robinwi01,1915,BRO,1,154,3
stallge01,1915,BSN,1,157,2
bresnro01,1915,CHN,1,157,4
herzobu01,1915,CIN,1,160,7
mcgrajo01,1915,NY1,1,155,8
moranpa01,1915,PHI,1,153,1
clarkfr01,1915,PIT,1,157,5
huggimi01,1915,SLN,1,157,6
carribi02,1916,BOS,1,156,1
rowlapa99,1916,CHA,1,155,2
fohlle01,1916,CLE,1,157,6
jennihu01,1916,DET,1,155,3
donovbi01,1916,NYA,1,156,4
mackco01,1916,PHA,1,154,8
jonesfi01,1916,SLA,1,158,5
griffcl01,1916,WS1,1,159,7
robinwi01,1916,BRO,1,156,1
stallge01,1916,BSN,1,158,3
tinkejo01,1916,CHN,1,156,5
herzobu01,1916,CIN,1,84,7
wingoiv01,1916,CIN,2,2,7
mathech01,1916,CIN,3,69,7
mcgrajo01,1916,NY1,1,155,4
moranpa01,1916,PHI,1,154,2
callani01,1916,PIT,1,157,6
huggimi01,1916,SLN,1,153,7
barryja01,1917,BOS,1,157,2
rowlapa99,1917,CHA,1,156,1
fohlle01,1917,CLE,1,156,3
jennihu01,1917,DET,1,155,4
donovbi01,1917,NYA,1,155,6
mackco01,1917,PHA,1,154,8
jonesfi01,1917,SLA,1,155,7
griffcl01,1917,WS1,1,158,5
robinwi01,1917,BRO,1,156,7
stallge01,1917,BSN,1,158,6
mitchfr01,1917,CHN,1,157,5
mathech01,1917,CIN,1,157,4
mcgrajo01,1917,NY1,1,158,1
moranpa01,1917,PHI,1,155,2
callani01,1917,PIT,1,61,8
wagneho01,1917,PIT,2,5,8
bezdehu99,1917,PIT,3,91,8
huggimi01,1917,SLN,1,154,3
barroed99,1918,BOS,1,126,1
rowlapa99,1918,CHA,1,124,6
fohlle01,1918,CLE,1,129,2
jennihu01,1918,DET,1,128,7
huggimi01,1918,NYA,1,126,4
mackco01,1918,PHA,1,130,8
jonesfi01,1918,SLA,1,46,5
austiji01,1918,SLA,2,16,5
burkeji01,1918,SLA,3,61,5
griffcl01,1918,WS1,1,130,3
robinwi01,1918,BRO,1,127,5
stallge01,1918,BSN,1,124,7
mitchfr01,1918,CHN,1,131,1
mathech01,1918,CIN,1,120,3
grohhe01,1918,CIN,2,10,3
mcgrajo01,1918,NY1,1,124,2
moranpa01,1918,PHI,1,125,6
bezdehu99,1918,PIT,1,126,4
hendrja01,1918,SLN,1,133,8
barroed99,1919,BOS,1,138,6
gleaski01,1919,CHA,1,140,1
fohlle01,1919,CLE,1,78,2
speaktr01,1919,CLE,2,61,2
jennihu01,1919,DET,1,140,4
huggimi01,1919,NYA,1,141,3
mackco01,1919,PHA,1,140,8
burkeji01,1919,SLA,1,140,5
griffcl01,1919,WS1,1,142,7
robinwi01,1919,BRO,1,141,5
stallge01,1919,BSN,1,140,6
mitchfr01,1919,CHN,1,140,3
moranpa01,1919,CIN,1,140,1
mcgrajo01,1919,NY1,1,140,2
coombja01,1919,PHI,1,63,8
cravaga01,1919,PHI,2,75,8
bezdehu99,1919,PIT,1,139,4
rickebr01,1919,SLN,1,138,7
barroed99,1920,BOS,1,154,5
gleaski01,1920,CHA,1,154,2
speaktr01,1920,CLE,1,154,1
jennihu01,1920,DET,1,155,7
huggimi01,1920,NYA,1,154,3
mackco01,1920,PHA,1,156,8
burkeji01,1920,SLA,1,154,4
griffcl01,1920,WS1,1,153,6
robinwi01,1920,BRO,1,155,1
stallge01,1920,BSN,1,153,7
mitchfr01,1920,CHN,1,154,6
moranpa01,1920,CIN,1,154,3
mcgrajo01,1920,NY1,1,155,2
cravaga01,1920,PHI,1,153,8
gibsoge01,1920,PIT,1,155,4
rickebr01,1920,SLN,1,155,5
duffyhu01,1921,BOS,1,154,5
gleaski01,1921,CHA,1,154,7
speaktr01,1921,CLE,1,154,2
cobbty01,1921,DET,1,154,6
huggimi01,1921,NYA,1,153,1
mackco01,1921,PHA,1,155,8
fohlle01,1921,SLA,1,154,3
mcbrige01,1921,WS1,1,154,4
robinwi01,1921,BRO,1,152,5
mitchfr01,1921,BSN,1,153,4
eversjo01,1921,CHN,1,96,7
killebi01,1921,CHN,2,57,7
moranpa01,1921,CIN,1,153,6
mcgrajo01,1921,NY1,1,153,1
donovbi01,1921,PHI,1,87,8
wilheka01,1921,PHI,2,67,8
gibsoge01,1921,PIT,1,154,2
rickebr01,1921,SLN,1,154,3
duffyhu01,1922,BOS,1,154,8
gleaski01,1922,CHA,1,155,5
speaktr01,1922,CLE,1,155,4
cobbty01,1922,DET,1,155,3
huggimi01,1922,NYA,1,154,1
mackco01,1922,PHA,1,155,7
fohlle01,1922,SLA,1,154,2
milancl01,1922,WS1,1,154,6
robinwi01,1922,BRO,1,155,6
mitchfr01,1922,BSN,1,154,8
killebi01,1922,CHN,1,156,5
moranpa01,1922,CIN,1,156,2
mcgrajo01,1922,NY1,1,156,1
wilheka01,1922,PHI,1,154,7
gibsoge01,1922,PIT,1,65,3
mckecbi01,1922,PIT,2,90,3
rickebr01,1922,SLN,1,154,3
chancfr01,1923,BOS,1,154,8
gleaski01,1923,CHA,1,156,7
speaktr01,1923,CLE,1,153,3
cobbty01,1923,DET,1,155,2
huggimi01,1923,NYA,1,152,1
mackco01,1923,PHA,1,153,6
fohlle01,1923,SLA,1,103,5
austiji01,1923,SLA,2,51,5
bushdo01,1923,WS1,1,155,4
robinwi01,1923,BRO,1,155,6
mitchfr01,1923,BSN,1,155,7
killebi01,1923,CHN,1,154,4
moranpa01,1923,CIN,1,154,2
mcgrajo01,1923,NY1,1,153,1
fletcar01,1923,PHI,1,155,8
mckecbi01,1923,PIT,1,154,3
rickebr01,1923,SLN,1,154,5
fohlle01,1924,BOS,1,157,7
eversjo01,1924,CHA,1,21,6
walshed01,1924,CHA,2,3,6
collied01,1924,CHA,3,27,6
eversjo01,1924,CHA,4,103,8
speaktr01,1924,CLE,1,153,6
cobbty01,1924,DET,1,156,3
huggimi01,1924,NYA,1,153,2
mackco01,1924,PHA,1,152,5
sislege01,1924,SLA,1,153,4
harribu01,1924,WS1,1,156,1
robinwi01,1924,BRO,1,154,2
bancrda01,1924,BSN,1,154,8
killebi01,1924,CHN,1,154,5
hendrja01,1924,CIN,1,153,4
mcgrajo01,1924,NY1,1,29,1
jennihu01,1924,NY1,2,44,1
mcgrajo01,1924,NY1,3,81,1
fletcar01,1924,PHI,1,152,7
mckecbi01,1924,PIT,1,153,3
rickebr01,1924,SLN,1,154,6
fohlle01,1925,BOS,1,152,8
collied01,1925,CHA,1,154,5
speaktr01,1925,CLE,1,155,6
cobbty01,1925,DET,1,156,4
huggimi01,1925,NYA,1,156,7
mackco01,1925,PHA,1,153,2
sislege01,1925,SLA,1,154,3
harribu01,1925,WS1,1,152,1
robinwi01,1925,BRO,1,153,7
bancrda01,1925,BSN,1,153,5
killebi01,1925,CHN,1,75,8
maranra01,1925,CHN,2,53,8
gibsoge01,1925,CHN,3,26,8
hendrja01,1925,CIN,1,153,3
mcgrajo01,1925,NY1,1,14,2
jennihu01,1925,NY1,2,32,2
mcgrajo01,1925,NY1,3,106,2
fletcar01,1925,PHI,1,153,6
mckecbi01,1925,PIT,1,153,1
rickebr01,1925,SLN,1,38,4
hornsro01,1925,SLN,2,115,4
fohlle01,1926,BOS,1,154,8
collied01,1926,CHA,1,155,5
speaktr01,1926,CLE,1,154,2
cobbty01,1926,DET,1,157,6
huggimi01,1926,NYA,1,155,1
mackco01,1926,PHA,1,150,3
sislege01,1926,SLA,1,155,7
harribu01,1926,WS1,1,152,4
robinwi01,1926,BRO,1,155,6
bancrda01,1926,BSN,1,153,7
mccarjo99,1926,CHN,1,155,4
hendrja01,1926,CIN,1,157,2
mcgrajo01,1926,NY1,1,151,5
fletcar01,1926,PHI,1,152,8
mckecbi01,1926,PIT,1,157,3
hornsro01,1926,SLN,1,156,1
carribi02,1927,BOS,1,154,8
schalra01,1927,CHA,1,153,5
mccalja99,1927,CLE,1,153,6
moriage02,1927,DET,1,156,4
huggimi01,1927,NYA,1,155,1
mackco01,1927,PHA,1,155,2
howleda01,1927,SLA,1,155,7
harribu01,1927,WS1,1,157,3
robinwi01,1927,BRO,1,154,6
bancrda01,1927,BSN,1,155,7
mccarjo99,1927,CHN,1,153,4
hendrja01,1927,CIN,1,153,5
mcgrajo01,1927,NY1,1,122,3
hornsro01,1927,NY1,2,33,3
mcinnst01,1927,PHI,1,155,8
bushdo01,1927,PIT,1,156,1
ofarrbo01,1927,SLN,1,153,2
carribi02,1928,BOS,1,154,8
schalra01,1928,CHA,1,75,5
blackle01,1928,CHA,2,80,5
peckiro01,1928,CLE,1,155,7
moriage02,1928,DET,1,154,6
huggimi01,1928,NYA,1,154,1
mackco01,1928,PHA,1,153,2
howleda01,1928,SLA,1,154,3
harribu01,1928,WS1,1,155,4
robinwi01,1928,BRO,1,155,6
slattja01,1928,BSN,1,31,7
hornsro01,1928,BSN,2,122,7
mccarjo99,1928,CHN,1,154,3
hendrja01,1928,CIN,1,153,5
mcgrajo01,1928,NY1,1,155,2
shottbu01,1928,PHI,1,152,8
bushdo01,1928,PIT,1,152,4
mckecbi01,1928,SLN,1,154,1
carribi02,1929,BOS,1,155,8
blackle01,1929,CHA,1,152,7
peckiro01,1929,CLE,1,152,3
harribu01,1929,DET,1,155,6
huggimi01,1929,NYA,1,143,2
fletcar01,1929,NYA,2,11,2
mackco01,1929,PHA,1,151,1
howleda01,1929,SLA,1,154,4
johnswa01,1929,WS1,1,153,5
robinwi01,1929,BRO,1,153,6
fuchsju99,1929,BSN,1,154,8
mccarjo99,1929,CHN,1,156,1
hendrja01,1929,CIN,1,155,7
mcgrajo01,1929,NY1,1,152,3
shottbu01,1929,PHI,1,154,5
bushdo01,1929,PIT,1,119,2
ensje01,1929,PIT,2,35,2
southbi01,1929,SLN,1,90,4
streega01,1929,SLN,2,1,4
mckecbi01,1929,SLN,3,63,4
wagnehe01,1930,BOS,1,154,8
bushdo01,1930,CHA,1,154,7
peckiro01,1930,CLE,1,154,4
harribu01,1930,DET,1,154,5
shawkbo01,1930,NYA,1,154,3
mackco01,1930,PHA,1,154,1
killebi01,1930,SLA,1,154,6
johnswa01,1930,WS1,1,154,2
robinwi01,1930,BRO,1,154,4
mckecbi01,1930,BSN,1,154,6
mccarjo99,1930,CHN,1,152,2
hornsro01,1930,CHN,2,4,2
howleda01,1930,CIN,1,154,7
mcgrajo01,1930,NY1,1,154,3
shottbu01,1930,PHI,1,156,8
ensje01,1930,PIT,1,154,5
streega01,1930,SLN,1,154,1
collish01,1931,BOS,1,153,6
bushdo01,1931,CHA,1,156,8
peckiro01,1931,CLE,1,155,4
harribu01,1931,DET,1,154,7
mccarjo99,1931,NYA,1,155,2
mackco01,1931,PHA,1,153,1
killebi01,1931,SLA,1,154,5
johnswa01,1931,WS1,1,156,3
robinwi01,1931,BRO,1,153,4
mckecbi01,1931,BSN,1,156,7
hornsro01,1931,CHN,1,156,3
howleda01,1931,CIN,1,154,8
mcgrajo01,1931,NY1,1,153,2
shottbu01,1931,PHI,1,155,6
ensje01,1931,PIT,1,155,5
streega01,1931,SLN,1,154,1
collish01,1932,BOS,1,55,8
mcmanma01,1932,BOS,2,99,8
fonsele01,1932,CHA,1,152,7
peckiro01,1932,CLE,1,153,4
harribu01,1932,DET,1,153,5
mccarjo99,1932,NYA,1,156,1
mackco01,1932,PHA,1,154,2
killebi01,1932,SLA,1,154,6
johnswa01,1932,WS1,1,154,3
careyma01,1932,BRO,1,154,3
mckecbi01,1932,BSN,1,155,5
hornsro01,1932,CHN,1,99,1
grimmch01,1932,CHN,2,55,1
howleda01,1932,CIN,1,155,8
mcgrajo01,1932,NY1,1,40,6
terrybi01,1932,NY1,2,114,6
shottbu01,1932,PHI,1,154,4
gibsoge01,1932,PIT,1,154,2
streega01,1932,SLN,1,156,6
mcmanma01,1933,BOS,1,149,7
fonsele01,1933,CHA,1,151,6
peckiro01,1933,CLE,1,51,4
falkbi01,1933,CLE,2,1,4
johnswa01,1933,CLE,3,99,4
harribu01,1933,DET,1,153,5
bakerde01,1933,DET,2,2,5
mccarjo99,1933,NYA,1,152,2
mackco01,1933,PHA,1,152,3
killebi01,1933,SLA,1,91,8
sothoal01,1933,SLA,2,8,8
hornsro01,1933,SLA,3,54,8
cronijo01,1933,WS1,1,153,1
careyma01,1933,BRO,1,157,6
mckecbi01,1933,BSN,1,156,4
grimmch01,1933,CHN,1,154,3
bushdo01,1933,CIN,1,153,8
terrybi01,1933,NY1,1,156,1
shottbu01,1933,PHI,1,152,7
gibsoge01,1933,PIT,1,154,2
streega01,1933,SLN,1,91,5
friscfr01,1933,SLN,2,63,5
harribu01,1934,BOS,1,153,4
fonsele01,1934,CHA,1,15,8
dykesji01,1934,CHA,2,138,8
johnswa01,1934,CLE,1,154,3
cochrmi01,1934,DET,1,154,1
mccarjo99,1934,NYA,1,154,2
mackco01,1934,PHA,1,153,5
hornsro01,1934,SLA,1,154,6
cronijo01,1934,WS1,1,155,7
stengca01,1934,BRO,1,153,6
mckecbi01,1934,BSN,1,152,4
grimmch01,1934,CHN,1,152,3
ofarrbo01,1934,CIN,1,91,8
shottbu01,1934,CIN,2,1,8
dressch01,1934,CIN,3,60,8
terrybi01,1934,NY1,1,153,2
wilsoji01,1934,PHI,1,149,7
gibsoge01,1934,PIT,1,51,5
traynpi01,1934,PIT,2,100,5
friscfr01,1934,SLN,1,154,1
cronijo01,1935,BOS,1,154,4
dykesji01,1935,CHA,1,153,5
johnswa01,1935,CLE,1,96,3
oneilst01,1935,CLE,2,60,3
cochrmi01,1935,DET,1,152,1
mccarjo99,1935,NYA,1,149,2
mackco01,1935,PHA,1,149,8
hornsro01,1935,SLA,1,155,7
harribu01,1935,WS1,1,154,6
stengca01,1935,BRO,1,154,5
mckecbi01,1935,BSN,1,153,8
grimmch01,1935,CHN,1,154,1
dressch01,1935,CIN,1,154,6
terrybi01,1935,NY1,1,156,3
wilsoji01,1935,PHI,1,156,7
traynpi01,1935,PIT,1,153,4
friscfr01,1935,SLN,1,154,2
cronijo01,1936,BOS,1,155,6
dykesji01,1936,CHA,1,153,3
oneilst01,1936,CLE,1,157,5
cochrmi01,1936,DET,1,53,2
bakerde01,1936,DET,2,34,2
cochrmi01,1936,DET,3,67,2
mccarjo99,1936,NYA,1,155,1
mackco01,1936,PHA,1,154,8
hornsro01,1936,SLA,1,155,7
harribu01,1936,WS1,1,153,4
stengca01,1936,BRO,1,156,7
mckecbi01,1936,BSN,1,157,6
grimmch01,1936,CHN,1,154,3
dressch01,1936,CIN,1,154,5
terrybi01,1936,NY1,1,154,1
wilsoji01,1936,PHI,1,154,8
traynpi01,1936,PIT,1,156,4
friscfr01,1936,SLN,1,155,2
cronijo01,1937,BOS,1,154,5
dykesji01,1937,CHA,1,154,3
oneilst01,1937,CLE,1,156,4
cochrmi01,1937,DET,1,29,2
bakerde01,1937,DET,2,54,2
cochrmi01,1937,DET,3,47,2
bakerde01,1937,DET,4,10,2
perkicy01,1937,DET,5,15,2
mccarjo99,1937,NYA,1,157,1
mackco01,1937,PHA,1,120,7
mackea01,1937,PHA,2,34,7
hornsro01,1937,SLA,1,78,8
bottoji01,1937,SLA,2,78,8
harribu01,1937,WS1,1,158,6
grimebu01,1937,BRO,1,155,6
mckecbi01,1937,BSN,1,152,5
grimmch01,1937,CHN,1,154,2
dressch01,1937,CIN,1,130,8
wallabo01,1937,CIN,2,25,8
terrybi01,1937,NY1,1,152,1
wilsoji01,1937,PHI,1,155,7
traynpi01,1937,PIT,1,154,3
friscfr01,1937,SLN,1,157,4
cronijo01,1938,BOS,1,150,2
dykesji01,1938,CHA,1,149,6
vittos01,1938,CLE,1,153,3
cochrmi01,1938,DET,1,98,4
bakerde01,1938,DET,2,57,4
mccarjo99,1938,NYA,1,157,1
mackco01,1938,PHA,1,154,8
streega01,1938,SLA,1,146,7
melilsk01,1938,SLA,2,10,7
harribu01,1938,WS1,1,152,5
grimebu01,1938,BRO,1,151,7
stengca01,1938,BSN,1,153,5
grimmch01,1938,CHN,1,81,1
hartnga01,1938,CHN,2,73,1
mckecbi01,1938,CIN,1,151,4
terrybi01,1938,NY1,1,152,3
wilsoji01,1938,PHI,1,149,8
loberha01,1938,PHI,2,2,8
traynpi01,1938,PIT,1,152,2
friscfr01,1938,SLN,1,139,6
gonzami01,1938,SLN,2,17,6
cronijo01,1939,BOS,1,152,2
dykesji01,1939,CHA,1,155,4
vittos01,1939,CLE,1,154,3
bakerde01,1939,DET,1,155,5
mccarjo99,1939,NYA,1,152,1
mackco01,1939,PHA,1,62,7
mackea01,1939,PHA,2,91,7
haneyfr01,1939,SLA,1,156,8
harribu01,1939,WS1,1,153,6
durocle01,1939,BRO,1,157,3
stengca01,1939,BSN,1,152,7
hartnga01,1939,CHN,1,156,4
mckecbi01,1939,CIN,1,156,1
terrybi01,1939,NY1,1,151,5
prothdo01,1939,PHI,1,152,8
traynpi01,1939,PIT,1,153,6
bladera01,1939,SLN,1,155,2
cronijo01,1940,BOS,1,154,5
dykesji01,1940,CHA,1,155,4
vittos01,1940,CLE,1,155,2
bakerde01,1940,DET,1,155,1
mccarjo99,1940,NYA,1,155,3
mackco01,1940,PHA,1,154,8
haneyfr01,1940,SLA,1,156,6
harribu01,1940,WS1,1,154,7
durocle01,1940,BRO,1,156,2
stengca01,1940,BSN,1,152,7
hartnga01,1940,CHN,1,154,5
mckecbi01,1940,CIN,1,155,1
terrybi01,1940,NY1,1,152,6
prothdo01,1940,PHI,1,153,8
friscfr01,1940,PIT,1,156,4
bladera01,1940,SLN,1,39,3
gonzami01,1940,SLN,2,6,3
southbi01,1940,SLN,3,111,3
cronijo01,1941,BOS,1,155,2
dykesji01,1941,CHA,1,156,3
peckiro01,1941,CLE,1,155,5
bakerde01,1941,DET,1,155,4
mccarjo99,1941,NYA,1,156,1
mackco01,1941,PHA,1,154,8
haneyfr01,1941,SLA,1,44,6
sewellu01,1941,SLA,2,113,6
harribu01,1941,WS1,1,156,6
durocle01,1941,BRO,1,157,1
stengca01,1941,BSN,1,156,7
wilsoji01,1941,CHN,1,155,6
mckecbi01,1941,CIN,1,154,3
terrybi01,1941,NY1,1,156,5
prothdo01,1941,PHI,1,155,8
friscfr01,1941,PIT,1,156,4
southbi01,1941,SLN,1,155,2
cronijo01,1942,BOS,1,152,2
dykesji01,1942,CHA,1,148,6
boudrlo01,1942,CLE,1,156,4
bakerde01,1942,DET,1,156,5
mccarjo99,1942,NYA,1,154,1
mackco01,1942,PHA,1,154,8
sewellu01,1942,SLA,1,151,3
harribu01,1942,WS1,1,151,7
durocle01,1942,BRO,1,155,2
stengca01,1942,BSN,1,150,7
wilsoji01,1942,CHN,1,155,6
mckecbi01,1942,CIN,1,154,4
ottme01,1942,NY1,1,154,3
loberha01,1942,PHI,1,151,8
friscfr01,1942,PIT,1,151,5
southbi01,1942,SLN,1,156,1
cronijo01,1943,BOS,1,155,7
dykesji01,1943,CHA,1,155,4
boudrlo01,1943,CLE,1,153,3
oneilst01,1943,DET,1,155,5
mccarjo99,1943,NYA,1,155,1
mackco01,1943,PHA,1,155,8
sewellu01,1943,SLA,1,153,6
bluegos01,1943,WS1,1,153,2
durocle01,1943,BRO,1,153,3
colembo01,1943,BSN,1,46,6
stengca01,1943,BSN,2,107,6
wilsoji01,1943,CHN,1,154,5
mckecbi01,1943,CIN,1,155,2
ottme01,1943,NY1,1,156,8
harribu01,1943,PHI,1,94,7
fitzsfr01,1943,PHI,2,63,7
friscfr01,1943,PIT,1,157,4
southbi01,1943,SLN,1,157,1
cronijo01,1944,BOS,1,156,4
dykesji01,1944,CHA,1,154,7
boudrlo01,1944,CLE,1,155,6
oneilst01,1944,DET,1,156,2
mccarjo99,1944,NYA,1,154,3
mackco01,1944,PHA,1,155,5
sewellu01,1944,SLA,1,154,1
bluegos01,1944,WS1,1,154,8
durocle01,1944,BRO,1,155,7
colembo01,1944,BSN,1,155,6
wilsoji01,1944,CHN,1,10,4
johnsro01,1944,CHN,2,1,4
grimmch01,1944,CHN,3,146,4
mckecbi01,1944,CIN,1,155,3
ottme01,1944,NY1,1,155,5
fitzsfr01,1944,PHI,1,154,8
friscfr01,1944,PIT,1,158,2
southbi01,1944,SLN,1,157,1
cronijo01,1945,BOS,1,157,7
dykesji01,1945,CHA,1,150,6
boudrlo01,1945,CLE,1,147,5
oneilst01,1945,DET,1,155,1
mccarjo99,1945,NYA,1,152,4
mackco01,1945,PHA,1,153,8
sewellu01,1945,SLA,1,154,3
bluegos01,1945,WS1,1,156,2
durocle01,1945,BRO,1,155,3
